Date,AOR_Key,Encounter_Count,Count_of_Event,Sum_Qty_(lbs)
2022-12-01,BIG BEND,3410.0,56.0,1951.507
2022-12-01,BLAINE SECTOR,21.0,0.0,0.0
2022-12-01,BOSTON FIELD,1883.0,37.0,10.0762056384838
2022-12-01,BUFFALO FIELD,3710.0,49.0,7.5105540182326
2022-12-01,BUFFALO SECTOR,3.0,1.0,0.2513
2022-12-01,CHICAGO FIELD,401.0,890.0,4320.850851958648
2022-12-01,DEL RIO,33260.0,19.0,73.6297
2022-12-01,DETROIT FIELD,713.0,75.0,49.2119388632592
2022-12-01,DETROIT SECTOR,2.0,2.0,0.3248
2022-12-01,EL CENTRO,4140.0,15.0,208.6815
2022-12-01,EL PASO,20182.0,119.0,2059.540560796361
2022-12-01,GRAND FORKS,5.0,1.0,0.0243
2022-12-01,HAVRE SECTOR,9.0,0.0,0.0
2022-12-01,HOULTON SECTOR,11.0,6.0,1.2628
2022-12-01,HOUSTON FIELD,4803.0,63.0,41.547039215400396
2022-12-01,LAREDO FIELD,2813.0,94.0,1446.6691083223434
2022-12-01,LAREDO SECTOR,7305.0,23.0,1468.1438
2022-12-01,LOS ANGELES,1544.0,209.0,524.0764737745758
2022-12-01,MIAMI FIELD,1985.0,493.0,962.5116040507503
2022-12-01,MIAMI SECTOR,339.0,9.0,92.7683
2022-12-01,NEW ORLEANS,1887.0,85.0,458.803792985938
2022-12-01,NEW YORK,1560.0,1777.0,10735.907056629489
2022-12-01,PORTLAND FIELD,90.0,2.0,2.65436563448
2022-12-01,PRECLEARANCE FIELD,602.0,46.0,5.2373455885244
2022-12-01,RAMEY SECTOR,79.0,2.0,2205.1102
2022-12-01,RIO GRANDE,43848.0,52.0,3355.0523000000003
2022-12-01,SAN DIEGO,18829.0,257.0,6215.11143260314
2022-12-01,SAN FRANCISCO,773.0,168.0,709.7987775455922
2022-12-01,SAN JUAN,516.0,87.0,3243.469987747489
2022-12-01,SEATTLE FIELD,1999.0,129.0,25.1309562161302
2022-12-01,SPOKANE SECTOR,9.0,0.0,0.0
2022-12-01,SWANTON SECTOR,55.0,0.0,0.0
2022-12-01,TAMPA FIELD,549.0,28.0,83.91197137659461
2022-12-01,TUCSON FIELD,572.0,48.0,4088.854136688165
2022-12-01,TUCSON SECTOR,15758.0,65.0,179.9562
2022-12-01,YUMA SECTOR,29787.0,6.0,0.3823
2023-01-01,ATLANTA FIELD,1223.0,12.0,595.7510259120744
2023-01-01,BALTIMORE FIELD,1685.0,71.0,303.8242902640356
2023-01-01,BIG BEND,1079.0,79.0,2634.5036
2023-01-01,BLAINE SECTOR,106.0,0.0,0.0
2023-01-01,BOSTON FIELD,3115.0,30.0,21.966793647001396
2023-01-01,BUFFALO FIELD,6498.0,67.0,22.2767415411472
2023-01-01,BUFFALO SECTOR,8.0,0.0,0.0
2023-01-01,CHICAGO FIELD,2068.0,728.0,3386.2818916286706
2023-01-01,DEL RIO,28425.0,22.0,0.6711
2023-01-01,DETROIT FIELD,1132.0,106.0,52.396957162373205
2023-01-01,DETROIT SECTOR,48.0,6.0,1.7002000000000002
2023-01-01,EL CENTRO,4563.0,8.0,8.0101
2023-01-01,EL PASO,33138.0,113.0,546.5364540375725
2023-01-01,GRAND FORKS,6.0,1.0,0.0705
2023-01-01,HAVRE SECTOR,7.0,1.0,0.097
2023-01-01,HOULTON SECTOR,30.0,6.0,0.2079
2023-01-01,HOUSTON FIELD,6108.0,34.0,22.173322694043
2023-01-01,LAREDO FIELD,14873.0,103.0,4321.566428368647
2023-01-01,LAREDO SECTOR,3257.0,17.0,868.5089999999999
2023-01-01,LOS ANGELES,2077.0,295.0,13067.521098358418
2023-01-01,MIAMI FIELD,10741.0,663.0,907.871090632908
2023-01-01,MIAMI SECTOR,1357.0,15.0,249.5207
2023-01-01,NEW ORLEANS,1025.0,240.0,883.0928016067334
2023-01-01,NEW YORK,4186.0,476.0,3420.0099060288476
2023-01-01,PORTLAND FIELD,461.0,10.0,46.887472957636
2023-01-01,PRECLEARANCE FIELD,1062.0,47.0,8.063561556233399
2023-01-01,RAMEY SECTOR,214.0,0.0,0.0
2023-01-01,RIO GRANDE,14913.0,46.0,901.6229
2023-01-01,SAN DIEGO,23804.0,210.0,11450.203969316743
2023-01-01,SAN FRANCISCO,1591.0,71.0,456.93354547871337
2023-01-01,SAN JUAN,620.0,89.0,265.04929943857076
2023-01-01,SEATTLE FIELD,3944.0,79.0,792.6464673523817
2023-01-01,SPOKANE SECTOR,7.0,0.0,0.0
2023-01-01,SWANTON SECTOR,367.0,6.0,45.8024
2023-01-01,TAMPA FIELD,1977.0,43.0,446.5932480965798
2023-01-01,TUCSON FIELD,1638.0,58.0,1126.4590486200627
2023-01-01,TUCSON SECTOR,20261.0,78.0,1624.0606
2023-01-01,YUMA SECTOR,11537.0,19.0,2.1558
2023-02-01,ATLANTA FIELD,1009.0,4.0,1.2031948410912
2023-02-01,BALTIMORE FIELD,1854.0,75.0,1089.6510661886143
2023-02-01,BIG BEND,981.0,96.0,1300.2988999999998
2023-02-01,BLAINE SECTOR,82.0,1.0,0.0013
2023-02-01,BOSTON FIELD,2775.0,24.0,116.0380408424014
2023-02-01,BUFFALO FIELD,6032.0,70.0,14.685321965213
2023-02-01,BUFFALO SECTOR,40.0,3.0,0.4612
2023-02-01,CHICAGO FIELD,1781.0,830.0,4611.214113337035
2023-02-01,DEL RIO,22939.0,23.0,158.76870000000002
2023-02-01,DETROIT FIELD,984.0,131.0,16.9718683617722
2023-02-01,DETROIT SECTOR,39.0,7.0,37.5469
2023-02-01,EL CENTRO,3495.0,5.0,742.3595999999999
2023-02-01,EL PASO,35825.0,163.0,1017.2960066207577
2023-02-01,GRAND FORKS,16.0,0.0,0.0
2023-02-01,HOULTON SECTOR,26.0,3.0,0.0178
2023-02-01,HOUSTON FIELD,5850.0,43.0,170.44241713141562
2023-02-01,LAREDO FIELD,13505.0,88.0,807.8011975658452
2023-02-01,LAREDO SECTOR,4114.0,22.0,954.0272
2023-02-01,LOS ANGELES,1761.0,274.0,4305.613382258255
2023-02-01,MIAMI FIELD,18465.0,745.0,1195.346825488524
2023-02-01,MIAMI SECTOR,327.0,5.0,8.1089
2023-02-01,NEW ORLEANS,1015.0,234.0,798.7695043636236
2023-02-01,NEW YORK,4388.0,691.0,7562.244790677335
2023-02-01,PORTLAND FIELD,488.0,6.0,228.93709590599437
2023-02-01,PRECLEARANCE FIELD,966.0,52.0,3.4531665483846
2023-02-01,RAMEY SECTOR,29.0,0.0,0.0
2023-02-01,RIO GRANDE,14981.0,39.0,2465.8006
2023-02-01,SAN DIEGO,24986.0,231.0,11789.145825455853
2023-02-01,SAN FRANCISCO,1516.0,88.0,574.1723781235502
2023-02-01,SAN JUAN,608.0,85.0,219.45781388810178
2023-02-01,SEATTLE FIELD,4143.0,95.0,26639.732563990932
2023-02-01,SPOKANE SECTOR,10.0,7.0,578.3854000000001
2023-02-01,SWANTON SECTOR,418.0,1.0,0.1052
2023-02-01,TAMPA FIELD,2526.0,33.0,146.67089736145599
2023-02-01,TUCSON FIELD,1867.0,67.0,1544.6700071529885
2023-02-01,TUCSON SECTOR,23560.0,84.0,604.6328
2023-02-01,YUMA SECTOR,10510.0,31.0,105.9195
2023-03-01,ATLANTA FIELD,1102.0,10.0,6.1275942487066
2023-03-01,BALTIMORE FIELD,1599.0,118.0,247.80399173324003
2023-03-01,BIG BEND,1200.0,65.0,567.6117
2023-03-01,BLAINE SECTOR,110.0,2.0,0.1058
2023-03-01,BOSTON FIELD,4173.0,49.0,24.6525531075902
2023-03-01,BUFFALO FIELD,6655.0,68.0,112.945682832006
2023-03-01,BUFFALO SECTOR,14.0,5.0,304.4664
2023-03-01,CHICAGO FIELD,1650.0,831.0,4253.975917588473
2023-03-01,DEL RIO,23904.0,17.0,0.8136
2023-03-01,DETROIT FIELD,1073.0,229.0,3076.8657083663625
2023-03-01,DETROIT SECTOR,52.0,8.0,6.2536000000000005
2023-03-01,EL CENTRO,4448.0,14.0,10.979000000000001
2023-03-01,EL PASO,43116.0,153.0,1100.994852124723
2023-03-01,GRAND FORKS,14.0,0.0,0.0
2023-03-01,HAVRE SECTOR,5.0,0.0,0.0
2023-03-01,HOULTON SECTOR,32.0,15.0,164.7821
2023-03-01,HOUSTON FIELD,6769.0,88.0,1061.9363363542964
2023-03-01,LAREDO FIELD,16043.0,112.0,7268.187926607626
2023-03-01,LAREDO SECTOR,5210.0,26.0,338.73900000000003
2023-03-01,LOS ANGELES,1969.0,309.0,4295.007317619282
2023-03-01,MIAMI FIELD,23059.0,911.0,1011.5427859053958
2023-03-01,MIAMI SECTOR,205.0,9.0,38.797599999999996
2023-03-01,NEW ORLEANS,1116.0,275.0,2416.6741805660217
2023-03-01,NEW YORK,5252.0,840.0,8274.751021170096
2023-03-01,PORTLAND FIELD,510.0,16.0,204.669227399368
2023-03-01,PRECLEARANCE FIELD,1068.0,47.0,4.1451314501239995
2023-03-01,RAMEY SECTOR,154.0,3.0,1450.1403
2023-03-01,RIO GRANDE,17956.0,70.0,1978.7901
2023-03-01,SAN DIEGO,31938.0,334.0,12021.618898990244
2023-03-01,SAN FRANCISCO,1855.0,67.0,1331.9212126371658
2023-03-01,SAN JUAN,534.0,106.0,316.8326219408932
2023-03-01,SEATTLE FIELD,4425.0,125.0,619.8960969387668
2023-03-01,SPOKANE SECTOR,9.0,4.0,3.2477000000000005
2023-03-01,SWANTON SECTOR,756.0,1.0,0.0613
2023-03-01,TAMPA FIELD,1964.0,37.0,228.71791232511399
2023-03-01,TUCSON FIELD,1967.0,74.0,2895.9502976173153
2023-03-01,TUCSON SECTOR,33898.0,100.0,331.8329
2023-03-01,YUMA SECTOR,13667.0,33.0,259.9948
2023-04-01,ATLANTA FIELD,1206.0,12.0,155.0431060844894
2023-04-01,BALTIMORE FIELD,1614.0,135.0,634.2475288081808
2023-04-01,BIG BEND,1181.0,64.0,645.1141000000001
2023-04-01,BLAINE SECTOR,174.0,1.0,0.0077
2023-04-01,BOSTON FIELD,3115.0,52.0,102.10484793022759
2023-04-01,BUFFALO FIELD,6276.0,70.0,29.4935736877172
2023-04-01,BUFFALO SECTOR,27.0,3.0,244.4443
2023-04-01,CHICAGO FIELD,1507.0,788.0,4943.945790180356
2023-04-01,DEL RIO,20809.0,11.0,0.1971
2023-04-01,DETROIT FIELD,968.0,186.0,3217.5156931676934
2023-04-01,DETROIT SECTOR,23.0,11.0,92.79690000000001
2023-04-01,EL CENTRO,3349.0,14.0,669.6551999999999
2023-04-01,EL PASO,45710.0,151.0,265.1219853849068
2023-04-01,GRAND FORKS,19.0,0.0,0.0
2023-04-01,HAVRE SECTOR,13.0,2.0,1.8457000000000001
2023-04-01,HOULTON SECTOR,25.0,6.0,0.5423
2023-04-01,HOUSTON FIELD,6589.0,41.0,176.519062551374
2023-04-01,LAREDO FIELD,14298.0,69.0,1603.0557114314604
2023-04-01,LAREDO SECTOR,5394.0,22.0,754.6706
2023-04-01,LOS ANGELES,1843.0,308.0,3699.8800455850833
2023-04-01,MIAMI FIELD,23408.0,753.0,789.747300422177
2023-04-01,MIAMI SECTOR,105.0,13.0,67.34230000000001
2023-04-01,NEW ORLEANS,1037.0,280.0,2026.119397090626
2023-04-01,NEW YORK,4871.0,770.0,3574.654702944582
2023-04-01,PORTLAND FIELD,442.0,16.0,293.19106467438263
2023-04-01,PRECLEARANCE FIELD,1063.0,44.0,4.5912809297334
2023-04-01,RAMEY SECTOR,89.0,2.0,458.6493
2023-04-01,RIO GRANDE,37881.0,49.0,824.2307
2023-04-01,SAN DIEGO,33922.0,276.0,6894.208930144073
2023-04-01,SAN FRANCISCO,1714.0,74.0,1342.0719786126583
2023-04-01,SAN JUAN,693.0,104.0,286.80927743759
2023-04-01,SEATTLE FIELD,3960.0,100.0,32.0872681076948
2023-04-01,SPOKANE SECTOR,20.0,3.0,179.9838
2023-04-01,SWANTON SECTOR,676.0,5.0,0.07519999999999989
2023-04-01,TAMPA FIELD,2440.0,31.0,16.3887456787822
2023-04-01,TUCSON FIELD,1943.0,71.0,1312.5632591675417
2023-04-01,TUCSON SECTOR,33960.0,91.0,129.71730000000002
2023-04-01,YUMA SECTOR,13672.0,33.0,1.9111
2023-05-01,ATLANTA FIELD,1260.0,5.0,202.60592108931002
2023-05-01,BALTIMORE FIELD,1764.0,139.0,315.41875336223484
2023-05-01,BIG BEND,1421.0,102.0,524.4894
2023-05-01,BLAINE SECTOR,115.0,0.0,0.0
2023-05-01,BOSTON FIELD,3553.0,39.0,791.2172766465144
2023-05-01,BUFFALO FIELD,7903.0,82.0,44.367765672785595
2023-05-01,BUFFALO SECTOR,33.0,2.0,0.0882
2023-05-01,CHICAGO FIELD,1830.0,820.0,4439.711801834828
2023-05-01,DEL RIO,29971.0,10.0,0.4727
2023-05-01,DETROIT FIELD,1459.0,248.0,592.8017699559432
2023-05-01,DETROIT SECTOR,72.0,3.0,5.4239
2023-05-01,EL CENTRO,4041.0,20.0,3002.8709000000003
2023-05-01,EL PASO,30743.0,113.0,529.5898155087202
2023-05-01,GRAND FORKS,48.0,0.0,0.0
2023-05-01,HAVRE SECTOR,9.0,2.0,0.07139999999999999
2023-05-01,HOULTON SECTOR,49.0,11.0,141.0291
2023-05-01,HOUSTON FIELD,6549.0,47.0,17.409353674485
2023-05-01,LAREDO FIELD,18584.0,59.0,1450.1996130322375
2023-05-01,LAREDO SECTOR,3464.0,17.0,671.0456
2023-05-01,LOS ANGELES,2141.0,325.0,2263.2446598233364
2023-05-01,MIAMI FIELD,25013.0,816.0,1045.5403374670943
2023-05-01,MIAMI SECTOR,154.0,10.0,55.109
2023-05-01,NEW ORLEANS,839.0,415.0,1579.9644059246762
2023-05-01,NEW YORK,4001.0,744.0,8269.05286536154
2023-05-01,PORTLAND FIELD,647.0,28.0,118.835332161336
2023-05-01,PRECLEARANCE FIELD,1115.0,64.0,4.8564088460146
2023-05-01,RAMEY SECTOR,55.0,0.0,0.0
2023-05-01,RIO GRANDE,38032.0,33.0,819.6214000000001
2023-05-01,SAN DIEGO,32340.0,283.0,8988.653956922799
2023-05-01,SAN FRANCISCO,2320.0,75.0,616.852527226952
2023-05-01,SAN JUAN,780.0,72.0,1466.1444359002564
2023-05-01,SEATTLE FIELD,4517.0,106.0,900.095276421037
2023-05-01,SPOKANE SECTOR,18.0,0.0,0.0
2023-05-01,SWANTON SECTOR,459.0,1.0,68.7078
2023-05-01,TAMPA FIELD,1678.0,32.0,15.863758894281599
2023-05-01,TUCSON FIELD,2766.0,69.0,1687.9647674804028
2023-05-01,TUCSON SECTOR,30139.0,70.0,275.71160000000003
2023-05-01,YUMA SECTOR,15284.0,6.0,192.2088
2023-06-01,ATLANTA FIELD,1280.0,5.0,18.14735109653
2023-06-01,BALTIMORE FIELD,1609.0,88.0,219.2829652681096
2023-06-01,BIG BEND,412.0,146.0,430.49010000000004
2023-06-01,BLAINE SECTOR,118.0,1.0,0.0262
2023-06-01,BOSTON FIELD,4007.0,40.0,141.214125683563
2023-06-01,BUFFALO FIELD,7089.0,70.0,43.682282361549
2023-06-01,BUFFALO SECTOR,17.0,3.0,468.74719999999996
2023-06-01,CHICAGO FIELD,1687.0,698.0,3421.2010195379817
2023-06-01,DEL RIO,24632.0,13.0,6.9352
2023-06-01,DETROIT FIELD,1220.0,186.0,235.175251979094
2023-06-01,DETROIT SECTOR,20.0,2.0,1.4404
2023-06-01,EL CENTRO,1680.0,8.0,45.0207
2023-06-01,EL PASO,20149.0,119.0,1024.9550887675377
2023-06-01,GRAND FORKS,11.0,0.0,0.0
2023-06-01,HAVRE SECTOR,8.0,0.0,0.0
2023-06-01,HOULTON SECTOR,16.0,2.0,0.0256
2023-06-01,HOUSTON FIELD,6255.0,44.0,1133.7608689686335
2023-06-01,LAREDO FIELD,22210.0,57.0,1422.5067530543101
2023-06-01,LAREDO SECTOR,1919.0,10.0,685.6603
2023-06-01,LOS ANGELES,1889.0,364.0,10970.250129708213
2023-06-01,MIAMI FIELD,24945.0,612.0,761.824652628567
2023-06-01,MIAMI SECTOR,55.0,6.0,220.5587
2023-06-01,NEW ORLEANS,883.0,550.0,3553.813365605017
2023-06-01,NEW YORK,4025.0,939.0,1897.2536713488498
2023-06-01,PORTLAND FIELD,551.0,17.0,45.021259909806005
2023-06-01,PRECLEARANCE FIELD,997.0,60.0,4.7602432073302
2023-06-01,RAMEY SECTOR,128.0,1.0,2037.42
2023-06-01,RIO GRANDE,11435.0,51.0,1017.4901
2023-06-01,SAN DIEGO,25902.0,270.0,9525.941995941956
2023-06-01,SAN FRANCISCO,2060.0,52.0,1515.2104948847505
2023-06-01,SAN JUAN,753.0,60.0,142.9350761469612
2023-06-01,SEATTLE FIELD,4760.0,107.0,256.4546663394056
2023-06-01,SPOKANE SECTOR,21.0,3.0,5.693099999999999
2023-06-01,SWANTON SECTOR,633.0,4.0,0.1182
2023-06-01,TAMPA FIELD,1794.0,32.0,15.7557323859016
2023-06-01,TUCSON FIELD,2959.0,62.0,1828.021400149787
2023-06-01,TUCSON SECTOR,24359.0,62.0,489.7285
2023-06-01,YUMA SECTOR,8969.0,9.0,0.5002999999999999
2023-07-01,ATLANTA FIELD,899.0,5.0,31.9769046993376
2023-07-01,BALTIMORE FIELD,1304.0,162.0,204.3964273963692
2023-07-01,BIG BEND,404.0,123.0,1879.7607000000003
2023-07-01,BLAINE SECTOR,158.0,1.0,0.0031
2023-07-01,BOSTON FIELD,4482.0,55.0,5.5925323388326005
2023-07-01,BUFFALO FIELD,7333.0,68.0,2245.640858433767
2023-07-01,BUFFALO SECTOR,51.0,0.0,0.0
2023-07-01,CHICAGO FIELD,1478.0,724.0,4103.465559703156
2023-07-01,DEL RIO,24505.0,12.0,0.15209999999999999
2023-07-01,DETROIT FIELD,1341.0,278.0,177.830482316881
2023-07-01,DETROIT SECTOR,55.0,7.0,19.6475
2023-07-01,EL CENTRO,1458.0,12.0,13.555900000000001
2023-07-01,EL PASO,24354.0,144.0,993.5698866340234
2023-07-01,GRAND FORKS,26.0,0.0,0.0
2023-07-01,HAVRE SECTOR,5.0,1.0,0.002
2023-07-01,HOULTON SECTOR,41.0,9.0,1.1365
2023-07-01,HOUSTON FIELD,6348.0,33.0,25.8406462837344
2023-07-01,LAREDO FIELD,24231.0,62.0,2316.280163881366
2023-07-01,LAREDO SECTOR,2436.0,14.0,3.3755
2023-07-01,LOS ANGELES,1608.0,291.0,5560.105228148032
2023-07-01,MIAMI FIELD,18851.0,646.0,9138.985398991013
2023-07-01,MIAMI SECTOR,76.0,15.0,513.9545
2023-07-01,NEW ORLEANS,809.0,349.0,2202.90713251995
2023-07-01,NEW YORK,3696.0,673.0,5342.760985965724
2023-07-01,PORTLAND FIELD,537.0,12.0,33.6278143020984
2023-07-01,PRECLEARANCE FIELD,1089.0,43.0,4.770252194025
2023-07-01,RAMEY SECTOR,162.0,0.0,0.0
2023-07-01,RIO GRANDE,26527.0,55.0,1121.0334999999998
2023-07-01,SAN DIEGO,30508.0,233.0,5812.2242779637045
2023-07-01,SAN FRANCISCO,2661.0,78.0,1330.7448921458126
2023-07-01,SAN JUAN,642.0,77.0,4560.462113296348
2023-07-01,SEATTLE FIELD,5409.0,203.0,447.27685747858936
2023-07-01,SPOKANE SECTOR,17.0,2.0,6.4510000000000005
2023-07-01,SWANTON SECTOR,801.0,4.0,0.6085
2023-07-01,TAMPA FIELD,1628.0,31.0,12.293394607417799
2023-07-01,TUCSON FIELD,3410.0,40.0,1355.4016119901548
2023-07-01,TUCSON SECTOR,39215.0,59.0,128.6443
2023-07-01,YUMA SECTOR,6599.0,14.0,291.76279999999997
2023-08-01,ATLANTA FIELD,1012.0,6.0,7.0765961017118
2023-08-01,BALTIMORE FIELD,1711.0,191.0,253.85118339499522
2023-08-01,BIG BEND,568.0,163.0,325.9696
2023-08-01,BLAINE SECTOR,188.0,3.0,0.055
2023-08-01,BOSTON FIELD,5169.0,73.0,1462.3687110163396
2023-08-01,BUFFALO FIELD,7755.0,81.0,35.6319044485832
2023-08-01,BUFFALO SECTOR,41.0,2.0,114.92859999999999
2023-08-01,CHICAGO FIELD,1749.0,811.0,4154.916094420989
2023-08-01,DEL RIO,29689.0,12.0,5.4533
2023-08-01,DETROIT FIELD,1458.0,242.0,155.5126907025494
2023-08-01,DETROIT SECTOR,34.0,8.0,10.723500000000001
2023-08-01,EL CENTRO,1458.0,3.0,166.5125
2023-08-01,EL PASO,33274.0,139.0,1568.9676055765672
2023-08-01,GRAND FORKS,33.0,0.0,0.0
2023-08-01,HAVRE SECTOR,12.0,2.0,0.0051
2023-08-01,HOULTON SECTOR,15.0,4.0,0.011099999999999999
2023-08-01,HOUSTON FIELD,6819.0,59.0,28.4098914388562
2023-08-01,LAREDO FIELD,24032.0,67.0,5018.693961035976
2023-08-01,LAREDO SECTOR,3097.0,13.0,0.3983
2023-08-01,LOS ANGELES,1820.0,373.0,3332.4282521163586
2023-08-01,MIAMI FIELD,24792.0,591.0,1189.2393373981117
2023-08-01,MIAMI SECTOR,61.0,12.0,39.9828
2023-08-01,NEW ORLEANS,926.0,397.0,2149.133172549874
2023-08-01,NEW YORK,3705.0,1059.0,5621.2887969473195
2023-08-01,PORTLAND FIELD,711.0,7.0,78.48676989462
2023-08-01,PRECLEARANCE FIELD,1193.0,45.0,2.1278356141454
2023-08-01,RAMEY SECTOR,157.0,0.0,0.0
2023-08-01,RIO GRANDE,46537.0,49.0,1955.3517
2023-08-01,SAN DIEGO,34774.0,222.0,9203.362366260217
2023-08-01,SAN FRANCISCO,2577.0,108.0,1471.4516900720612
2023-08-01,SAN JUAN,859.0,62.0,2135.822080048612
2023-08-01,SEATTLE FIELD,5745.0,160.0,6845.135881355894
2023-08-01,SPOKANE SECTOR,21.0,0.0,0.0
2023-08-01,SWANTON SECTOR,712.0,7.0,67.722
2023-08-01,TAMPA FIELD,1747.0,34.0,44.2886417669538
2023-08-01,TUCSON FIELD,4136.0,56.0,1248.8547360815676
2023-08-01,TUCSON SECTOR,48752.0,40.0,60.2763
2023-08-01,YUMA SECTOR,6734.0,21.0,116.30069999999999
2023-09-01,ATLANTA FIELD,1150.0,6.0,5.1411138111614
2023-09-01,BALTIMORE FIELD,1748.0,134.0,330.56338640409865
2023-09-01,BIG BEND,560.0,116.0,329.1235
2023-09-01,BLAINE SECTOR,218.0,7.0,0.1873999999999999
2023-09-01,BOSTON FIELD,5576.0,42.0,46.176041238162
2023-09-01,BUFFALO FIELD,6335.0,71.0,417.6449878139196
2023-09-01,BUFFALO SECTOR,10.0,2.0,0.1023
2023-09-01,CHICAGO FIELD,2078.0,762.0,4015.0571061694877
2023-09-01,DEL RIO,45688.0,14.0,0.1159
2023-09-01,DETROIT FIELD,1273.0,232.0,61.5786812652444
2023-09-01,DETROIT SECTOR,48.0,6.0,13.406500000000001
2023-09-01,EL CENTRO,1979.0,11.0,2808.8956
2023-09-01,EL PASO,45663.0,104.0,1048.347911806377
2023-09-01,GRAND FORKS,63.0,0.0,0.0
2023-09-01,HAVRE SECTOR,7.0,0.0,0.0
2023-09-01,HOULTON SECTOR,15.0,4.0,36.7263
2023-09-01,HOUSTON FIELD,6212.0,42.0,55.1776035805268
2023-09-01,LAREDO FIELD,23605.0,87.0,8337.38091059301
2023-09-01,LAREDO SECTOR,3079.0,24.0,255.8284
2023-09-01,LOS ANGELES,1948.0,276.0,2593.103360653178
2023-09-01,MIAMI FIELD,25270.0,566.0,1063.7556350327727
2023-09-01,MIAMI SECTOR,85.0,7.0,72.73179999999999
2023-09-01,NEW ORLEANS,1185.0,250.0,1594.6639571289907
2023-09-01,NEW YORK,4382.0,574.0,1301.6268759214122
2023-09-01,PORTLAND FIELD,586.0,9.0,15.4449467351602
2023-09-01,PRECLEARANCE FIELD,1205.0,53.0,27.3950375081916
2023-09-01,RAMEY SECTOR,121.0,0.0,0.0
2023-09-01,RIO GRANDE,45764.0,38.0,1643.874
2023-09-01,SAN DIEGO,42039.0,220.0,11535.552413850834
2023-09-01,SAN FRANCISCO,2722.0,89.0,214.00090993285158
2023-09-01,SAN JUAN,902.0,89.0,163.86794587763498
2023-09-01,SEATTLE FIELD,5788.0,98.0,60.890684684221
2023-09-01,SPOKANE SECTOR,18.0,0.0,0.0
2023-09-01,SWANTON SECTOR,956.0,2.0,27.0157
2023-09-01,TAMPA FIELD,1613.0,32.0,11.2164364575478
2023-09-01,TUCSON FIELD,4565.0,51.0,936.3019480328804
2023-09-01,TUCSON SECTOR,51001.0,36.0,148.5438
2023-09-01,YUMA SECTOR,5935.0,17.0,91.56539999999998
2023-10-01,ATLANTA FIELD,1449.0,5.0,379.8932505313016
2023-10-01,BALTIMORE FIELD,1162.0,87.0,125.9427268410492
2023-10-01,BIG BEND,1304.0,73.0,609.0468999999999
2023-10-01,BLAINE SECTOR,80.0,2.0,0.1302
2023-10-01,BOSTON FIELD,3339.0,47.0,27.846169434922203
2023-10-01,BUFFALO FIELD,8744.0,78.0,21.108776569523602
2023-10-01,BUFFALO SECTOR,10.0,0.0,0.0
2023-10-01,CHICAGO FIELD,3725.0,578.0,3569.661519311223
2023-10-01,DEL RIO,42767.0,24.0,23.2297
2023-10-01,DETROIT FIELD,1426.0,115.0,21.1722697009796
2023-10-01,DETROIT SECTOR,35.0,11.0,6.0726
2023-10-01,EL CENTRO,7316.0,8.0,360.93480000000005
2023-10-01,EL PASO,55352.0,118.0,1913.1990498366185
2023-10-01,GRAND FORKS,7.0,0.0,0.0
2023-10-01,HAVRE SECTOR,7.0,0.0,0.0
2023-10-01,HOULTON SECTOR,7.0,4.0,0.711
2023-10-01,HOUSTON FIELD,5414.0,164.0,276.19598163642183
2023-10-01,LAREDO FIELD,14033.0,100.0,1445.6373890286359
2023-10-01,LAREDO SECTOR,6012.0,23.0,406.58750000000003
2023-10-01,LOS ANGELES,2318.0,315.0,3031.6856935816895
2023-10-01,MIAMI FIELD,1981.0,711.0,912.3133831659818
2023-10-01,MIAMI SECTOR,925.0,10.0,183.5745
2023-10-01,NEW ORLEANS,1015.0,278.0,1150.6745352932378
2023-10-01,NEW YORK,4714.0,630.0,3896.873262038587
2023-10-01,PORTLAND FIELD,760.0,6.0,9.71907882027
2023-10-01,PRECLEARANCE FIELD,1042.0,26.0,2.3682497108564
2023-10-01,RAMEY SECTOR,281.0,0.0,0.0
2023-10-01,RIO GRANDE,28290.0,77.0,3048.9065
2023-10-01,SAN DIEGO,27107.0,275.0,11471.547690069874
2023-10-01,SAN FRANCISCO,1778.0,97.0,311.28292541956716
2023-10-01,SAN JUAN,645.0,79.0,1046.7045325340378
2023-10-01,SEATTLE FIELD,4474.0,107.0,157.2730818646194
2023-10-01,SPOKANE SECTOR,25.0,3.0,0.4283
2023-10-01,SWANTON SECTOR,334.0,5.0,289.1051
2023-10-01,TAMPA FIELD,965.0,27.0,754.140991642212
2023-10-01,TUCSON FIELD,1222.0,75.0,1651.539044565036
2023-10-01,TUCSON SECTOR,22938.0,58.0,32.5826
2023-10-01,YUMA SECTOR,25314.0,19.0,201.5358
2023-11-01,ATLANTA FIELD,1821.0,22.0,355.7634134469134
2023-11-01,BALTIMORE FIELD,1274.0,78.0,219.22897406014582
2023-11-01,BIG BEND,1523.0,55.0,1327.9515000000001
2023-11-01,BLAINE SECTOR,91.0,1.0,0.1534
2023-11-01,BOSTON FIELD,2746.0,28.0,9.457610577537999
2023-11-01,BUFFALO FIELD,7338.0,44.0,12.494015265837799
2023-11-01,BUFFALO SECTOR,19.0,4.0,1.7048
2023-11-01,CHICAGO FIELD,2974.0,555.0,3373.017691450536
2023-11-01,DEL RIO,48196.0,23.0,1.1806999999999999
2023-11-01,DETROIT FIELD,1265.0,115.0,22.214196397417798
